alter,beruf,familienstand,bildungsstand,default,saldo,immobilien,gehalt,kontaktart,tag,monat,dauer,kampagne,btage,vorzugehorigkeit,bausgabe,y
48,admin.,verheiratet,primaer,no,607,no,no,unknown,20,jun,29,2,-1,0,unknown,no
34,blue-collar,verheiratet,primaer,no,79,yes,no,cellular,14,may,406,2,-1,0,unknown,no
55,technician,geschieden,sekundaer,no,61,yes,yes,cellular,25,aug,113,3,-1,0,unknown,no
49,technician,verheiratet,sekundaer,no,1091,no,no,telephone,30,jul,47,2,-1,0,unknown,no
46,management,geschieden,tertiaer,no,743,no,no,unknown,5,jun,36,2,-1,0,unknown,no
47,entrepreneur,verheiratet,unknown,no,209,yes,no,unknown,6,may,135,2,-1,0,unknown,no
24,management,ledig,tertiaer,no,172,no,no,cellular,3,jul,67,2,-1,0,unknown,no
58,entrepreneur,verheiratet,sekundaer,no,2,no,no,unknown,16,jun,684,1,-1,0,unknown,no
32,management,ledig,tertiaer,no,41,no,no,cellular,21,aug,686,5,-1,0,unknown,yes
25,student,ledig,sekundaer,no,1116,yes,no,cellular,2,mar,170,3,-1,0,unknown,no
49,blue-collar,verheiratet,sekundaer,no,-55,no,no,unknown,17,jun,150,3,-1,0,unknown,no
59,retired,geschieden,sekundaer,no,5845,no,no,cellular,14,may,1060,2,-1,0,unknown,yes
30,management,ledig,tertiaer,no,329,yes,no,unknown,6,jun,122,16,-1,0,unknown,no
46,blue-collar,verheiratet,sekundaer,no,494,yes,no,unknown,26,may,724,1,-1,0,unknown,no
42,management,verheiratet,unknown,no,1519,no,no,cellular,19,oct,230,1,92,1,success,yes
37,entrepreneur,verheiratet,tertiaer,no,2685,no,no,unknown,20,jun,187,2,-1,0,unknown,no
44,blue-collar,verheiratet,primaer,no,-14,yes,yes,unknown,19,may,179,4,-1,0,unknown,no
49,services,verheiratet,sekundaer,no,5673,no,yes,cellular,4,aug,357,3,-1,0,unknown,no
41,blue-collar,verheiratet,sekundaer,no,1459,no,no,unknown,5,jun,82,1,-1,0,unknown,no
48,technician,verheiratet,tertiaer,no,0,no,no,telephone,26,aug,176,15,-1,0,unknown,no
31,management,verheiratet,sekundaer,no,625,yes,no,cellular,7,apr,424,1,138,1,failure,no
37,student,verheiratet,unknown,no,0,no,no,unknown,18,jun,115,1,-1,0,unknown,no
51,services,verheiratet,sekundaer,no,867,yes,no,cellular,3,feb,177,2,211,3,failure,no
80,retired,verheiratet,sekundaer,no,8304,no,no,telephone,9,jun,712,1,64,12,failure,yes
32,management,ledig,tertiaer,no,151,yes,no,unknown,6,may,118,1,-1,0,unknown,no
48,services,verheiratet,primaer,yes,-583,yes,no,unknown,2,jun,25,7,-1,0,unknown,no
49,blue-collar,verheiratet,tertiaer,no,1784,no,no,unknown,12,jun,753,1,-1,0,unknown,no
30,management,verheiratet,tertiaer,no,3134,yes,no,cellular,17,jul,124,1,-1,0,unknown,no
27,self-employed,ledig,sekundaer,no,49,yes,no,cellular,30,jan,208,2,-1,0,unknown,no
34,technician,verheiratet,sekundaer,no,-346,no,no,cellular,13,aug,136,4,-1,0,unknown,no
49,management,verheiratet,sekundaer,no,1623,yes,no,cellular,19,nov,1081,2,-1,0,unknown,yes
48,management,verheiratet,tertiaer,no,60,no,no,telephone,7,may,376,2,339,7,failure,no
40,services,verheiratet,sekundaer,no,17,no,no,cellular,4,jun,78,1,-1,0,unknown,no
38,blue-collar,verheiratet,sekundaer,no,2008,yes,no,cellular,18,nov,354,1,-1,0,unknown,no
46,blue-collar,verheiratet,primaer,no,91,yes,no,cellular,6,may,29,1,356,2,failure,no
41,entrepreneur,verheiratet,tertiaer,no,171,yes,no,cellular,19,nov,209,1,191,4,failure,no
28,management,ledig,tertiaer,no,1027,yes,no,cellular,14,may,433,1,-1,0,unknown,no
51,services,verheiratet,unknown,no,5801,yes,no,unknown,29,may,147,2,-1,0,unknown,no
33,blue-collar,geschieden,primaer,no,142,yes,no,telephone,11,may,41,2,300,5,failure,no
26,management,ledig,tertiaer,no,205,no,no,unknown,26,may,111,1,-1,0,unknown,no
34,admin.,ledig,sekundaer,no,852,no,no,cellular,14,apr,108,2,-1,0,unknown,no
27,blue-collar,verheiratet,sekundaer,yes,-584,yes,no,cellular,7,may,411,2,-1,0,unknown,no
42,self-employed,verheiratet,sekundaer,no,97,no,no,cellular,10,jul,108,2,-1,0,unknown,no
45,admin.,verheiratet,sekundaer,no,204,yes,no,cellular,3,jun,224,2,-1,0,unknown,yes
31,technician,ledig,sekundaer,no,628,yes,no,unknown,12,may,1083,2,-1,0,unknown,no
32,management,ledig,tertiaer,no,311,no,no,unknown,12,may,757,2,-1,0,unknown,yes
39,blue-collar,verheiratet,primaer,no,1564,no,no,unknown,17,jun,57,1,-1,0,unknown,no
26,blue-collar,ledig,sekundaer,no,856,yes,yes,cellular,30,jul,95,5,-1,0,unknown,no
40,management,ledig,tertiaer,no,1509,no,no,cellular,15,mar,144,2,124,1,failure,no
52,services,verheiratet,sekundaer,no,-888,no,no,cellular,16,jul,135,1,-1,0,unknown,no
40,technician,ledig,tertiaer,no,226,no,no,cellular,15,jan,176,2,-1,0,unknown,no
48,technician,verheiratet,sekundaer,no,127,no,yes,cellular,7,aug,524,5,-1,0,unknown,no
31,services,verheiratet,sekundaer,no,413,yes,no,unknown,13,may,65,1,-1,0,unknown,no
27,admin.,verheiratet,sekundaer,no,710,yes,yes,cellular,6,may,653,1,334,2,success,yes
47,technician,verheiratet,sekundaer,no,1233,yes,no,unknown,11,sep,91,1,100,2,other,yes
28,management,ledig,sekundaer,no,171,no,no,cellular,10,mar,93,1,-1,0,unknown,yes
40,management,geschieden,tertiaer,no,69,yes,no,cellular,6,may,503,2,280,2,failure,no
34,admin.,verheiratet,sekundaer,no,1499,yes,no,cellular,13,apr,186,1,327,2,failure,no
29,self-employed,verheiratet,tertiaer,no,751,yes,no,unknown,23,may,121,2,-1,0,unknown,no
36,management,verheiratet,tertiaer,no,61,no,yes,cellular,19,aug,452,2,-1,0,unknown,no
83,retired,verheiratet,primaer,no,425,no,no,telephone,22,jun,883,1,140,1,failure,yes
55,services,geschieden,primaer,no,2923,yes,no,unknown,15,may,104,2,-1,0,unknown,no
43,management,geschieden,tertiaer,no,99,no,no,cellular,29,jan,24,3,-1,0,unknown,no
23,student,ledig,sekundaer,no,1021,no,no,telephone,19,jun,79,9,-1,0,unknown,no
44,technician,verheiratet,tertiaer,no,1146,no,no,cellular,4,jul,178,2,-1,0,unknown,no
58,blue-collar,verheiratet,primaer,no,781,yes,no,cellular,15,may,74,2,-1,0,unknown,no
29,admin.,ledig,sekundaer,no,1448,no,no,cellular,10,mar,217,1,184,7,other,no
30,management,ledig,tertiaer,no,604,no,yes,cellular,2,feb,475,1,-1,0,unknown,no
29,admin.,ledig,sekundaer,no,-194,yes,no,cellular,7,may,127,1,-1,0,unknown,no
41,technician,verheiratet,sekundaer,no,0,no,no,cellular,11,mar,101,1,-1,0,unknown,no
35,housemaid,verheiratet,primaer,no,0,yes,no,cellular,14,jul,340,3,-1,0,unknown,no
31,technician,ledig,sekundaer,no,1014,yes,no,cellular,23,jul,158,4,-1,0,unknown,no
27,admin.,ledig,tertiaer,no,73,no,no,cellular,29,jan,242,1,-1,0,unknown,no
47,services,verheiratet,sekundaer,no,2597,yes,no,unknown,16,may,323,1,-1,0,unknown,no
53,self-employed,verheiratet,tertiaer,no,2627,yes,yes,unknown,16,jun,18,30,-1,0,unknown,no
34,management,verheiratet,tertiaer,no,1906,yes,no,cellular,14,jul,68,3,-1,0,unknown,no
34,blue-collar,verheiratet,primaer,no,-319,yes,yes,cellular,9,jul,134,4,-1,0,unknown,no
36,management,verheiratet,tertiaer,no,-296,yes,no,cellular,14,may,113,3,-1,0,unknown,no
40,technician,verheiratet,sekundaer,no,169,yes,no,cellular,18,aug,43,4,-1,0,unknown,no
37,self-employed,ledig,tertiaer,no,556,no,no,unknown,17,jun,200,2,-1,0,unknown,no
65,retired,geschieden,unknown,no,300,no,no,cellular,2,aug,245,2,-1,0,unknown,no
53,technician,geschieden,sekundaer,no,751,yes,no,unknown,16,may,343,4,-1,0,unknown,no
28,technician,ledig,sekundaer,no,126,no,no,cellular,3,mar,229,1,-1,0,unknown,no
33,technician,geschieden,tertiaer,no,-386,yes,no,unknown,23,may,530,1,-1,0,unknown,no
56,blue-collar,verheiratet,primaer,no,379,no,no,cellular,13,aug,58,5,-1,0,unknown,no
45,self-employed,verheiratet,sekundaer,no,706,no,no,cellular,30,apr,78,2,176,1,success,no
39,technician,verheiratet,sekundaer,no,9121,no,no,unknown,5,jun,147,1,-1,0,unknown,no
28,management,ledig,tertiaer,no,1466,yes,no,cellular,25,jul,40,1,-1,0,unknown,no
36,blue-collar,verheiratet,primaer,no,0,yes,no,cellular,18,nov,618,2,-1,0,unknown,no
41,blue-collar,verheiratet,primaer,no,951,yes,no,cellular,20,apr,23,4,-1,0,unknown,no
46,admin.,verheiratet,sekundaer,no,368,no,no,cellular,20,aug,293,1,90,4,other,yes
41,blue-collar,verheiratet,sekundaer,no,121,yes,no,cellular,13,may,16,6,176,5,other,no
59,services,verheiratet,sekundaer,no,204,no,no,cellular,23,jul,286,2,-1,0,unknown,no
24,admin.,verheiratet,sekundaer,no,299,yes,no,cellular,6,may,209,1,321,1,failure,no
34,management,verheiratet,tertiaer,no,4170,yes,no,unknown,21,may,935,1,-1,0,unknown,no
40,blue-collar,verheiratet,primaer,no,-335,yes,no,unknown,27,may,260,1,-1,0,unknown,no
42,admin.,verheiratet,sekundaer,no,3165,yes,no,unknown,16,jun,298,4,-1,0,unknown,no
50,services,verheiratet,sekundaer,no,254,yes,no,cellular,15,apr,397,2,337,1,failure,no
25,management,ledig,tertiaer,no,553,yes,no,cellular,17,sep,113,4,479,1,failure,no
51,services,geschieden,sekundaer,no,518,yes,no,telephone,17,nov,76,1,-1,0,unknown,no
50,management,verheiratet,tertiaer,no,85,no,yes,cellular,1,jun,141,1,-1,0,unknown,no
37,blue-collar,verheiratet,unknown,no,603,yes,no,unknown,23,may,773,2,-1,0,unknown,no
21,services,ledig,sekundaer,no,361,no,no,telephone,5,jun,329,1,95,1,other,no
52,blue-collar,verheiratet,sekundaer,no,-98,yes,no,unknown,7,may,423,1,-1,0,unknown,no
55,retired,verheiratet,primaer,no,4424,no,no,cellular,5,aug,67,4,-1,0,unknown,no
26,technician,ledig,sekundaer,no,2610,yes,yes,unknown,2,jun,626,1,-1,0,unknown,no
38,technician,verheiratet,tertiaer,no,3234,no,no,cellular,18,nov,578,2,-1,0,unknown,yes
32,blue-collar,verheiratet,sekundaer,no,687,yes,no,unknown,9,may,61,1,-1,0,unknown,no
31,blue-collar,verheiratet,sekundaer,no,631,yes,no,unknown,23,may,248,4,-1,0,unknown,no
34,technician,ledig,sekundaer,no,341,no,yes,cellular,29,jan,136,1,262,3,failure,no
33,technician,ledig,tertiaer,no,316,no,no,cellular,21,aug,126,3,-1,0,unknown,no
35,technician,verheiratet,sekundaer,no,2,no,no,telephone,28,jan,653,3,-1,0,unknown,no
44,management,verheiratet,unknown,no,415,yes,no,telephone,14,may,7,7,-1,0,unknown,no
48,management,geschieden,tertiaer,no,507,yes,no,cellular,9,apr,528,1,-1,0,unknown,no
29,blue-collar,verheiratet,sekundaer,no,912,yes,no,cellular,13,may,785,1,-1,0,unknown,no
50,management,verheiratet,tertiaer,no,0,no,no,cellular,9,jul,243,5,-1,0,unknown,no
37,blue-collar,verheiratet,primaer,no,37,yes,no,cellular,13,may,24,2,362,1,other,no
44,admin.,ledig,sekundaer,no,2524,no,no,unknown,19,jun,82,1,-1,0,unknown,no
36,unemployed,ledig,tertiaer,no,9019,yes,no,unknown,11,jun,952,3,-1,0,unknown,no
49,blue-collar,geschieden,unknown,no,39,yes,no,cellular,13,may,27,5,-1,0,unknown,no
31,blue-collar,verheiratet,sekundaer,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown,no
49,technician,geschieden,sekundaer,no,265,yes,no,unknown,12,may,274,6,-1,0,unknown,no
35,blue-collar,ledig,sekundaer,no,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes
57,admin.,geschieden,unknown,no,4012,no,no,cellular,20,nov,915,1,-1,0,unknown,no
42,blue-collar,verheiratet,primaer,no,1520,yes,no,cellular,5,feb,115,1,-1,0,unknown,no
36,blue-collar,geschieden,sekundaer,no,-140,yes,no,unknown,26,may,222,2,-1,0,unknown,no
75,retired,geschieden,primaer,no,852,no,no,cellular,15,mar,341,1,-1,0,unknown,no
38,blue-collar,ledig,sekundaer,no,578,yes,no,unknown,21,may,112,2,-1,0,unknown,no
40,blue-collar,verheiratet,primaer,yes,0,yes,no,unknown,6,may,64,2,-1,0,unknown,no
38,services,ledig,sekundaer,no,2253,yes,no,cellular,13,may,937,3,-1,0,unknown,yes
34,management,ledig,tertiaer,no,1171,yes,no,cellular,10,jul,129,1,-1,0,unknown,no
29,technician,ledig,tertiaer,no,452,yes,no,cellular,11,may,59,1,-1,0,unknown,no
28,admin.,verheiratet,sekundaer,no,-97,yes,no,cellular,29,jan,79,1,225,2,success,no
79,retired,verheiratet,sekundaer,no,4738,no,no,telephone,9,jul,151,5,-1,0,unknown,no
51,admin.,geschieden,sekundaer,no,467,yes,no,unknown,19,may,83,1,-1,0,unknown,no
32,student,ledig,tertiaer,no,0,no,no,cellular,6,aug,101,5,3,6,other,no
36,management,verheiratet,tertiaer,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes
38,entrepreneur,verheiratet,sekundaer,no,157,no,yes,cellular,15,may,57,11,366,1,other,no
49,self-employed,verheiratet,sekundaer,no,358,yes,yes,unknown,13,may,176,3,-1,0,unknown,no
42,services,verheiratet,sekundaer,no,292,yes,no,cellular,11,may,222,3,-1,0,unknown,no
43,blue-collar,verheiratet,primaer,no,7343,yes,no,unknown,2,jun,217,4,-1,0,unknown,no
34,blue-collar,verheiratet,sekundaer,no,-563,yes,no,unknown,26,may,252,1,-1,0,unknown,no
59,retired,ledig,sekundaer,no,351,yes,no,unknown,27,may,1063,5,-1,0,unknown,yes
35,unknown,verheiratet,primaer,no,365,no,no,cellular,29,aug,41,2,-1,0,unknown,no
33,blue-collar,ledig,sekundaer,no,13494,yes,no,unknown,20,jun,27,25,-1,0,unknown,no
34,admin.,ledig,sekundaer,no,846,yes,no,cellular,17,apr,758,2,-1,0,unknown,no
64,retired,verheiratet,sekundaer,no,1574,no,no,telephone,29,jul,301,3,-1,0,unknown,yes
34,entrepreneur,verheiratet,tertiaer,no,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,no
77,retired,verheiratet,tertiaer,no,0,no,no,cellular,16,oct,847,1,60,1,success,yes
57,retired,verheiratet,primaer,no,2927,no,yes,telephone,30,jul,78,5,-1,0,unknown,no
30,blue-collar,verheiratet,sekundaer,no,501,yes,yes,unknown,27,may,514,1,-1,0,unknown,no
56,housemaid,geschieden,primaer,yes,1238,no,no,unknown,5,jun,1558,1,-1,0,unknown,yes
49,unknown,verheiratet,unknown,no,301,no,no,cellular,14,aug,789,2,-1,0,unknown,no
73,retired,verheiratet,primaer,no,1388,no,no,cellular,20,jul,146,3,190,3,success,no
39,technician,ledig,sekundaer,no,102,yes,no,cellular,14,aug,272,2,-1,0,unknown,no
57,technician,geschieden,primaer,no,13,yes,no,cellular,8,may,323,2,368,2,failure,no
32,self-employed,verheiratet,sekundaer,no,413,yes,no,cellular,11,jul,712,2,-1,0,unknown,no
32,technician,ledig,tertiaer,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,yes
45,admin.,verheiratet,sekundaer,no,638,yes,no,cellular,20,aug,75,9,-1,0,unknown,no
32,blue-collar,verheiratet,sekundaer,no,101,yes,no,unknown,19,may,191,4,-1,0,unknown,no
31,management,verheiratet,tertiaer,no,1224,yes,yes,cellular,24,jul,1441,2,-1,0,unknown,yes
49,self-employed,verheiratet,sekundaer,no,1103,no,no,cellular,12,aug,428,2,-1,0,unknown,no
29,services,verheiratet,sekundaer,no,3748,no,no,cellular,28,may,322,3,-1,0,unknown,no
55,technician,verheiratet,sekundaer,no,955,yes,no,cellular,29,jan,104,1,-1,0,unknown,no
30,admin.,verheiratet,sekundaer,no,518,yes,no,cellular,8,may,127,1,-1,0,unknown,no
45,services,ledig,primaer,no,1893,yes,no,unknown,3,jun,1259,6,-1,0,unknown,yes
39,technician,verheiratet,tertiaer,no,14,no,no,cellular,28,jan,114,2,-1,0,unknown,no
36,admin.,verheiratet,sekundaer,no,-423,yes,yes,unknown,13,may,106,1,-1,0,unknown,no
33,management,verheiratet,tertiaer,no,3696,no,no,cellular,19,nov,305,1,182,3,failure,no
36,management,verheiratet,tertiaer,no,2987,yes,no,cellular,12,aug,307,1,-1,0,unknown,yes
31,technician,ledig,sekundaer,no,433,no,no,cellular,11,aug,1504,2,-1,0,unknown,no
36,technician,verheiratet,unknown,no,756,no,no,cellular,11,jul,396,3,-1,0,unknown,no
38,technician,ledig,tertiaer,no,0,yes,no,cellular,1,jun,71,1,-1,0,unknown,no
33,unknown,verheiratet,sekundaer,no,2727,no,no,cellular,6,aug,205,3,-1,0,unknown,no
40,technician,verheiratet,sekundaer,no,93,yes,no,unknown,13,may,134,2,-1,0,unknown,no
31,blue-collar,verheiratet,sekundaer,no,1766,no,yes,cellular,5,jun,166,2,-1,0,unknown,yes
39,services,verheiratet,sekundaer,no,124,yes,no,cellular,31,jul,81,5,-1,0,unknown,no
33,admin.,verheiratet,tertiaer,no,69,no,yes,cellular,4,may,77,2,-1,0,unknown,no
53,services,geschieden,sekundaer,no,0,no,no,cellular,12,mar,80,2,-1,0,unknown,yes
38,management,verheiratet,tertiaer,no,0,yes,no,cellular,13,may,537,5,303,2,failure,no
59,technician,verheiratet,sekundaer,no,259,no,no,cellular,15,jun,415,1,89,1,success,yes
55,blue-collar,verheiratet,primaer,no,4103,no,no,cellular,19,nov,291,1,-1,0,unknown,no
38,technician,ledig,tertiaer,no,744,yes,no,cellular,14,may,283,1,288,12,other,no
48,services,verheiratet,sekundaer,no,116,yes,no,telephone,20,apr,70,4,-1,0,unknown,no
53,blue-collar,verheiratet,sekundaer,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no
44,admin.,geschieden,sekundaer,no,432,no,no,cellular,9,feb,132,3,-1,0,unknown,no
57,management,verheiratet,tertiaer,no,1172,no,no,unknown,18,jun,26,1,-1,0,unknown,no
29,blue-collar,ledig,sekundaer,no,9,yes,no,cellular,11,may,262,3,-1,0,unknown,no
31,services,verheiratet,sekundaer,no,428,yes,no,unknown,21,may,272,1,-1,0,unknown,no
35,technician,ledig,tertiaer,no,7546,yes,no,cellular,28,dec,137,1,122,3,failure,no
31,blue-collar,verheiratet,primaer,no,620,no,no,cellular,30,mar,95,1,-1,0,unknown,no
35,self-employed,verheiratet,tertiaer,no,8647,no,no,cellular,19,nov,140,2,-1,0,unknown,no
40,management,ledig,sekundaer,no,192,yes,no,unknown,16,may,71,11,-1,0,unknown,no
39,blue-collar,verheiratet,sekundaer,no,0,yes,no,cellular,7,may,502,1,7,2,failure,no
43,technician,ledig,tertiaer,no,27733,yes,no,unknown,3,jun,164,7,-1,0,unknown,no
44,entrepreneur,verheiratet,primaer,no,276,yes,yes,unknown,15,may,219,1,-1,0,unknown,no
29,technician,ledig,sekundaer,no,113,no,no,cellular,12,feb,328,2,183,4,success,yes
40,technician,verheiratet,sekundaer,no,782,yes,no,unknown,14,may,224,2,-1,0,unknown,no
33,entrepreneur,verheiratet,primaer,no,82,yes,no,cellular,18,nov,63,2,-1,0,unknown,no
46,management,verheiratet,tertiaer,no,1008,no,no,cellular,29,aug,24,13,-1,0,unknown,no
27,unknown,ledig,tertiaer,no,6421,no,no,telephone,28,jan,147,4,-1,0,unknown,no
26,admin.,ledig,sekundaer,no,443,no,no,cellular,30,jul,84,3,-1,0,unknown,no
41,technician,verheiratet,sekundaer,no,351,yes,no,cellular,9,jul,175,1,-1,0,unknown,no
34,technician,verheiratet,tertiaer,no,5060,yes,no,cellular,21,aug,12,21,-1,0,unknown,no
39,technician,ledig,tertiaer,no,-41,no,yes,cellular,25,aug,40,15,-1,0,unknown,no
27,services,ledig,sekundaer,no,-124,no,no,cellular,18,jul,217,1,-1,0,unknown,no
31,blue-collar,verheiratet,sekundaer,no,79,yes,yes,cellular,23,jul,235,11,-1,0,unknown,no
44,unemployed,ledig,sekundaer,no,3945,no,no,cellular,28,jan,255,1,-1,0,unknown,no
55,retired,verheiratet,tertiaer,no,197,no,yes,cellular,8,jul,256,1,-1,0,unknown,no
51,blue-collar,geschieden,primaer,no,837,no,no,telephone,30,jul,41,2,-1,0,unknown,no
50,management,verheiratet,tertiaer,no,-94,no,yes,unknown,25,jun,75,1,-1,0,unknown,no
30,services,verheiratet,sekundaer,no,1743,yes,no,cellular,5,feb,192,4,-1,0,unknown,no
46,technician,verheiratet,sekundaer,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,yes
49,admin.,verheiratet,sekundaer,no,635,no,no,cellular,25,aug,220,3,-1,0,unknown,no
56,retired,verheiratet,sekundaer,no,-113,yes,yes,cellular,12,aug,614,2,-1,0,unknown,no
47,admin.,geschieden,sekundaer,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown,yes
30,admin.,verheiratet,sekundaer,no,124,no,no,telephone,16,jun,161,2,-1,0,unknown,no
36,entrepreneur,ledig,sekundaer,no,475,no,no,cellular,25,jul,141,3,-1,0,unknown,no
40,management,verheiratet,tertiaer,no,-7,no,yes,telephone,25,jul,697,1,-1,0,unknown,no
37,technician,ledig,sekundaer,yes,375,no,no,unknown,9,jun,223,2,-1,0,unknown,no
42,admin.,geschieden,sekundaer,no,936,no,no,cellular,30,jan,931,1,-1,0,unknown,yes
45,technician,verheiratet,sekundaer,no,1415,yes,no,cellular,17,nov,483,1,116,1,failure,no
34,unemployed,ledig,sekundaer,no,0,no,no,cellular,17,nov,63,2,-1,0,unknown,no
27,admin.,ledig,sekundaer,no,3638,no,no,cellular,11,jul,271,5,-1,0,unknown,no
30,blue-collar,verheiratet,sekundaer,no,-99,yes,no,cellular,15,may,144,5,-1,0,unknown,no
32,technician,verheiratet,sekundaer,no,167,yes,yes,cellular,8,aug,79,3,-1,0,unknown,no
46,housemaid,verheiratet,primaer,no,19,yes,no,telephone,21,jul,171,1,-1,0,unknown,no
29,self-employed,verheiratet,tertiaer,no,242,yes,no,cellular,18,jul,73,4,-1,0,unknown,no
53,unknown,verheiratet,unknown,no,13,no,no,telephone,28,jan,69,1,-1,0,unknown,no
32,technician,verheiratet,sekundaer,no,286,no,no,cellular,20,apr,60,1,343,4,failure,no
49,unemployed,verheiratet,sekundaer,no,769,yes,no,unknown,14,may,257,1,-1,0,unknown,no
35,management,verheiratet,tertiaer,no,93,no,no,cellular,4,may,198,2,88,1,other,no
38,blue-collar,verheiratet,sekundaer,no,1663,yes,no,cellular,13,apr,217,3,327,1,failure,no
39,entrepreneur,verheiratet,primaer,no,238,yes,yes,cellular,19,nov,134,1,-1,0,unknown,no
34,technician,ledig,sekundaer,no,2178,yes,no,cellular,26,may,41,1,-1,0,unknown,no
42,blue-collar,verheiratet,primaer,no,792,yes,yes,cellular,19,nov,611,2,175,12,other,no
35,blue-collar,ledig,unknown,no,871,yes,no,unknown,6,jun,216,3,-1,0,unknown,no
60,admin.,verheiratet,sekundaer,no,1025,no,no,cellular,6,aug,388,8,-1,0,unknown,no
57,technician,geschieden,sekundaer,no,63,yes,no,unknown,5,may,242,1,-1,0,unknown,no
31,blue-collar,ledig,sekundaer,no,16,no,no,cellular,7,jul,387,1,-1,0,unknown,no
29,management,ledig,sekundaer,no,417,no,no,cellular,7,oct,90,1,-1,0,unknown,no
41,services,verheiratet,sekundaer,no,3992,yes,no,telephone,20,nov,281,2,-1,0,unknown,no
46,blue-collar,verheiratet,primaer,no,2749,yes,no,cellular,17,nov,332,1,-1,0,unknown,no
33,technician,verheiratet,sekundaer,no,133,no,no,cellular,4,may,218,1,-1,0,unknown,yes
32,blue-collar,ledig,sekundaer,no,1721,yes,no,unknown,21,may,650,2,-1,0,unknown,no
54,management,geschieden,tertiaer,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,unknown,yes
